OBJID;BEGDA;ENDDA;STEXT
55014249;06.11.2013;08.07.2019;Центр расшифровки результатов контроля п
55014250;19.04.2013;21.02.2018;Вагон-путеобследовательская станция № 08
55014252;10.06.2013;31.12.9999;Сектор  по работе с компаниями - операто
55014253;10.06.2013;31.12.9999;Отдел по работе с компаниями-операторами
55014300;04.06.2013;31.12.9999;Бригада по обсл. устр. СЦБ ст. 570км-Щет
55014301;04.06.2013;31.12.9999;Бригада по обсл. устр. СЦБ ст. Щет.-637
55014302;04.06.2013;31.12.9999;Бригада по обсл. устр. СЦБ ст. Кизир-Кош
55014325;10.06.2013;31.12.9999;Сектор по работе с комп.-операторами
55014351;17.06.2013;15.03.2019;Вагон-рельсосмазыватель № 088 78100
55014352;15.07.2013;31.12.9999;Отдел учета готовой продукции,работ,услу
55014400;15.07.2013;31.08.2017;Сектор формиров. сводных регистр нал.уч.
55014426;01.08.2013;31.12.9999;Сектор по договорной работе
55014427;13.08.2013;11.01.2018;Сектор по бесстыковому пути
55014451;12.07.2013;15.01.2014;Жел.дор.ст.Кильчуг 2 класса
55014452;12.07.2013;14.06.2015;Жел.дор.ст.Абалаково 4 класса
55014475;20.08.2013;09.08.2017;Котельная станции Абакумовка
55014476;06.09.2013;31.12.9999;Вагоноколёсные мастерские (I группа)
55014500;20.08.2013;09.08.2017;Котельная станции Абакан
55014527;06.09.2013;31.12.2014;Вагон измерения контактной сети
55014527;01.01.2015;17.02.2017;Вагон измерения контактной сети
55014528;06.09.2013;31.12.9999;Группа элек. центр.,электроп. и защиты
55014529;06.09.2013;30.06.2019;Группа авт.,счета осей и авт.на переезд.
55014530;06.09.2013;13.01.2016;Группа сис.дис.ц.,дис.конт.,тех.диаг.и м
55014531;06.09.2013;31.12.9999;Группа пуско-налад.и регулир.работ
55014532;06.09.2013;31.12.9999;Группа метрологии и тех.регулирования
55014533;06.09.2013;31.12.9999;Группа аппаратуры и оборудования СЦБ
55014534;06.09.2013;31.12.9999;Группа ср.авт.контр.тех.сост.подв.сост.
55014535;06.09.2013;14.12.2015;Группа автоматизированных систем управл.
55014551;06.09.2013;14.03.2016;Отдел рельсовых цепей,автом.лок.сигн.
55014552;06.09.2013;31.12.9999;Группа ведения технической документации
55014553;06.09.2013;07.11.2017;КТСМ ст.Красноярск-Козулька
55014575;01.10.2013;19.11.2014;Сектор ремонта
55014576;01.10.2013;13.03.2018;Кузнечно-заготовительный участок
55014577;01.10.2013;31.01.2018;Участок по ремонту малой механизации
55014625;12.11.2013;10.03.2014;Линейный участок № 15 (I группа)
55014650;01.01.2014;31.12.9999;Орган управления Крас ДТВ
55014651;01.01.2014;31.12.9999;Орган управления Крас ДЭ
55014652;01.07.2014;16.02.2017;Сектор планирования ремонта локомотивов
55014653;01.07.2014;26.01.2017;Отдел контроля ремонта локомотивов
55014675;15.01.2014;31.12.9999;Транспортно-логистический сектор
55014677;01.01.2014;31.12.9999;Сектор организации выполнения сроков дос
55014678;01.01.2014;10.01.2017;Отдел управления персоналом
55014679;01.01.2014;31.12.9999;Отдел экономики и финансов
55014680;01.01.2014;30.06.2018;Жел.дор.ст.Кильчуг 2 класса
55014680;01.07.2018;31.12.9999;ДС Кильчуг (II класса)
55014681;01.01.2014;01.01.2015;Линейный участок № 4 (II группа)
55014682;01.01.2014;10.01.2016;Сектор экономики
55014683;01.01.2014;31.12.9999;Автотранспортный участок (III группа)
55014684;01.01.2014;21.12.2014;Линейный участок № 15 (II группа)
55014701;01.01.2014;31.12.9999; Орган управления Крас ДМ
55014702;01.01.2014;01.01.2017;Отдел управления персоналом
55014703;01.01.2014;31.12.9999;Сектор экономики и финансов
55014704;01.01.2014;08.01.2017;Отдел управления персоналом
55014705;01.01.2014;31.12.9999;Отдел экономики и финансов
55014706;18.11.2013;31.12.2017;Отдел по договорной работе и общим вопр.
55014708;01.01.2014;31.12.9999;Ремонтно-восстановительный участок
55014725;01.01.2014;31.12.9999;Группа технич.документации и паспортизац
55014726;01.01.2014;31.12.9999;Красноярская ДХТЛ
55014727;01.01.2014;31.12.9999;Красноярская лаборатория
55014728;01.01.2014;31.12.9999;Иланская лаборатория
55014729;01.01.2014;31.12.9999;Абаканская лаборатория
55014730;01.01.2014;31.12.9999;Боготольская лаборатория
55014731;01.01.2014;31.12.9999;Ужурская лаборатория
55014732;01.01.2014;01.01.2015;Линейный участок № 8 (I группа)
55014751;01.01.2014;31.10.2014;Укрупненная бригада № 2 (II группа)
55014751;01.11.2014;30.11.2014;Укрупненная бригада № 2 (II группа)
55014752;01.01.2014;19.01.2015;Линейный участок № 12 (II группа)
55014753;01.01.2014;01.01.2015;Линейный участок № 13 (II группа)
55014754;01.01.2014;11.02.2015;Линейный участок № 14 (II группа)
55014775;01.01.2014;23.02.2015;Лнейный участок № 9 (I группа)
55014776;01.01.2014;01.01.2015;Линейный участок № 10 (I группа)
55014777;01.01.2014;17.04.2015;Линейный участок № 11 (I группа)
55014778;01.01.2014;20.01.2015;Линейный участок № 6 (I группа)
55014779;01.01.2014;14.01.2015;Линейный участок № 7 (I группа)
55014802;01.02.2014;31.12.9999;Сектор экономики и финансов
55014803;01.02.2014;22.06.2016;Отдел передвижных лабораторий
55014804;01.02.2014;22.06.2016;Метрологический вагон-лаборатория
55014805;18.11.2013;31.12.2017;Руководство
55014827;01.03.2014;31.12.9999;Центр по ремонту и обслуж.устр.безопас.
55014828;01.03.2014;31.07.2014;Группа по коорд.поставок матер.техн. рес
55014829;01.04.2014;21.07.2017;Производственный участок СЦБ Крутояр-Сон
55014830;11.04.2014;30.06.2014;Отделение ремонтно-заготовительное
55014831;11.04.2014;30.06.2014;Отделение сварочное
55014832;11.04.2014;30.06.2014;Отделение по подготовке локомотивов в ре
55014850;01.04.2014;09.03.2015;Производст.участок СЦБ ст.Сереж-Кр.Сопка
55014851;01.04.2014;09.03.2015;Бригада СЦБ 19 км-К.Шалтырь
55014852;01.04.2014;01.02.2015;Бригада СЦБ Сереж-Кр.Сопка
55014853;01.04.2014;11.01.2015;Бригада КТСМ Назарово-Дубинино
55014854;01.04.2014;24.11.2015;Производственно-технический отдел
55014857;24.03.2014;28.02.2019;Вагон-рельсосмазыватель № 088 78134
55014876;01.04.2014;14.07.2017;Бригада СЦБ Крутояр-Копьево
55014877;01.04.2014;10.07.2017;Бригада СЦБ Июс -Сон
55014878;01.04.2014;21.07.2017;РТУ
55014879;01.04.2014;10.07.2017;Бригада КТСМ Марьясово-Туманный
55014880;07.04.2014;31.12.9999;Красноярский территориальный участок
55014881;07.04.2014;01.06.2017;Участок котельных станции Красноярск-Вос
55014882;07.04.2014;28.02.2017;Котельная поселка Каменный Яр (станции Щ
55014886;01.07.2014;31.12.9999;Группа абонент. обсл. и коммер. работы
55014887;21.04.2014;11.05.2015;Сектор бухгалтерского учета
55014888;21.04.2014;01.09.2017;Сектор налогового учета, баз, деклараций
55014889;21.04.2014;29.03.2015;Сектор учета расчетов с контрагентами
55014890;21.04.2014;01.09.2017;Отдел учета основных средств
55014901;07.04.2014;01.06.2017;Котельная станции Уяр (ул.Уланова,16)
55014902;07.04.2014;01.06.2017;Котельная станции Уяр (ПК4227км.Транссиб
55014907;01.07.2014;30.11.2015;Отделение (ПТО Решоты)
55014908;01.07.2014;30.11.2015;Участок производства Ужур (I группы)
55014909;01.07.2014;31.12.2015;Участок производства Ачинск (I группы)
55014910;01.07.2014;15.12.2015;Участок производства Боготол (I группы)
55014926;07.04.2014;14.09.2015;Временный штат
55014926;15.09.2015;14.09.2016;Сезонный штат
55014926;15.09.2016;31.12.9999;Сезонный штат
55014928;01.07.2014;21.12.2015;Участок производства Абакан (I группы)
55014929;01.07.2014;17.12.2015;Производственный участок Красноярск
55014930;01.07.2014;30.11.2015;Отделение Аскиз
55014931;01.07.2014;30.11.2015;Отделение (ПТО Кошурниково)
55014932;01.07.2014;05.02.2016;Участок производства Междуреченск (I гру
55014933;01.07.2014;30.11.2015;Отделение (ПТО Бискамжа)
55014934;01.07.2014;30.11.2015;Технологический отдел
55014935;01.07.2014;17.12.2015;Участок по ремонту и метрологическому об
55014938;01.07.2014;30.11.2015;Участок производства Мариинск (Iгруппы)
55014939;01.07.2014;30.11.2015;Отделение (ПТО Красноярск-Восточный)
55014950;01.07.2014;09.12.2015;Уч-к произ-ва Канск-Иланский (I группы)
55014952;01.07.2014;19.03.2015;Участок ремонта колесных пар (I группы)
55014955;01.07.2014;31.12.9999;Группа абонент. обсл. и коммер. работы
55014958;01.07.2014;19.12.2016;Отдел аб.обслуживания и коммерч.работы
55014960;01.07.2014;30.11.2015;Отделение (ПТО Саянская)
55014975;10.06.2014;31.12.9999;Сектор сводных бюджетов подразд.функ.фил
55014976;16.06.2014;30.05.2017;Уч.котельных (ст. Чернореч-Козулька)
55014977;16.06.2014;30.05.2017;Котельная станции Чернореченская
55014979;16.06.2014;30.05.2017;Иланский территориальный участок
55014980;16.06.2014;30.05.2017;Котельная станции Чунояр
55014981;15.07.2014;31.12.9999;Отдел экономики и финансов
55014982;31.07.2014;30.06.2018;Жел.дор. ст.Карабула 2 класса
55014982;01.07.2018;31.12.9999;ДС Карабула (II класса)
55014983;31.07.2014;18.06.2015;Жел.дор. ст.Большая Ирба 4 класса
55014986;31.07.2014;30.06.2018;Жел.дор. ст.Кошурниково 3 класса
55014986;01.07.2018;31.12.9999;ДС Кошурниково (III класса)
55015000;16.06.2014;01.06.2017;Котельная станции Красноярск-Восточный
55015002;16.06.2014;27.02.2017;Котельная станции Кача
55015003;16.06.2014;30.05.2017;Абаканский территориальный участок
55015004;16.06.2014;30.05.2017;Котельная станции Ужур
55015006;16.06.2014;24.02.2015;Уч.водосн.и водоотв.(ст.Курагино-Жайма)
55015007;16.06.2014;30.05.2017;Ачинский территориальный участок
55015008;31.07.2014;30.06.2018;Жел.дор. ст.Шира 5 класса
55015008;01.07.2018;31.12.9999;ДС Шира (V класса)
55015026;16.06.2014;30.05.2017;Уч. вод,водоотв и тепл(Мариинск-Критово)
55015027;16.06.2014;30.05.2017;Котельная станции Мариинск
55015030;16.06.2014;30.05.2017;Котельная станции Боготол(3846км.Трансс)
55015031;16.06.2014;30.05.2017;Участок вод.и водоот.(ст.Лесосиб-Таежн)
55015050;01.07.2014;31.12.9999;Физкультурно-оздоровительный центр
55015051;01.07.2014;18.02.2016;Отдел орг.и контр.качества серв.обсл.лок
55015052;01.07.2014;11.01.2016;Отдел орг.и контр.качества серв.обсл.лок
55015053;01.07.2014;31.12.2015;Отдел орг.и контр.качества серв.обсл.лок
55015058;08.07.2014;01.01.2018;Отдел учета банковских операций по РсП
55015059;08.07.2014;01.09.2017;Уярский отдел учета ХО
55015060;08.07.2014;09.01.2020;Базаиxский отдел учета ХО
55015061;08.07.2014;11.03.2019;Сектор документационного обеспечения
55015062;01.11.2014;30.07.2017;Линейный участок № 4
55015063;01.11.2014;22.09.2017;Укрупненная бригада № 2
55015064;01.11.2014;07.08.2017;Линейный участок № 7
55015065;01.11.2014;31.07.2017;Линейный участок № 8
55015066;01.11.2014;31.07.2017;Дистанционная мастерская (II группа)
55015067;01.11.2014;31.12.9999;Линейный участок № 6 (II группа)
55015068;01.11.2014;31.12.9999;Линейный участок № 7 (II группа)
55015069;01.11.2014;31.12.9999;Линейный участок № 8 (II группа)
55015070;01.11.2014;12.07.2017;Линейный участок № 12 (II  группа)
55015071;01.11.2014;15.09.2017;Линейный участок № 13 (II группа)
55015072;01.11.2014;31.12.9999;Укрупненная бригада № 1 (I группа)
55015073;01.11.2014;31.12.9999;Укрупненная бригада № 2 (II группа)
55015077;01.07.2014;19.03.2015;Участок ремонта механич.оборудования ПС
55015078;01.07.2014;19.03.2015;Участок ремонта механич.оборудования
55015079;01.07.2014;05.06.2015;Участок ремонтно-заготовительный
55015080;01.07.2014;01.06.2015;Участок ремонтно-заготовительный
55015081;01.07.2014;01.06.2015;Отделение ремонта мех.оборуд.под.сост.
55015082;31.07.2014;30.11.2017;Жел.дор. ст.Бельтыры 5 класса
55015083;31.07.2014;30.11.2017;Жел.дор. ст.Усть-Есь 5 класса
55015125;01.09.2014;31.12.9999;Отдел топливно - энергетических ресурсов
55015128;01.09.2014;31.12.9999;Отдел план.пост.,взаимод.с ДЗО и информ.
55015129;01.11.2014;22.02.2018;Отдел экономики и финансов
55015130;01.11.2014;15.03.2018;Отдел по расшифровке параметров движения
55015131;01.11.2014;21.08.2017;Линейный участок № 4
55015132;01.11.2014;31.12.9999;Линейный участок № 8 (II группа)
55015134;01.11.2014;31.12.9999;Дистанционная мастерская (II группа)
55015151;01.11.2014;31.12.9999;Дистанционная мастерская (II группа)
55015152;01.11.2014;31.12.9999;Укрупненная бригада № 3 (I группа)
55015153;01.11.2014;31.12.9999;Линейный участок № 3 (II группа)
55015155;01.11.2014;31.12.9999;Дистанционная мастерская (II группа)
55015156;01.11.2014;31.12.9999;Линейный участок № 7 (I группа)
55015175;01.10.2014;31.05.2020;Кабинет технической информации ст.Абакан
55015176;01.11.2014;31.12.9999;Укрупненная бригада № 1
55015177;01.11.2014;31.12.9999;Линейный участок № 2
55015178;01.11.2014;31.12.9999;Линейный участок № 3
55015179;01.11.2014;31.12.9999;Укрупненная бригада № 2
55015180;01.11.2014;31.12.9999;Линейный участок № 4
55015181;01.11.2014;31.12.9999;Линейный участок № 5
55015182;01.11.2014;31.12.9999;Линейный участок № 6
55015183;01.11.2014;31.12.9999;Укрупненная бригада № 3
55015184;01.11.2014;31.12.9999;Линейный участок № 7
55015185;01.11.2014;31.12.9999;Линейный участок № 8
55015186;01.11.2014;31.12.9999;Линейный участок № 3
55015187;01.11.2014;19.08.2018;Линейный участок № 6
55015188;01.11.2014;31.12.9999;Дистанционная мастерская (II группа)
55015189;01.11.2014;14.09.2017;Эксплуатационный участок № 4
55015190;01.11.2014;14.09.2017;Укрупненная бригада №4
55015191;01.11.2014;27.07.2017;Линейный участок № 7
55015192;01.11.2014;27.07.2017;Линейный участок № 10
55015193;01.11.2014;27.07.2017;Линейный участок № 11
55015194;01.11.2014;31.12.9999;Дистанционная мастерская
55015196;01.11.2014;16.08.2017;Линейный участок № 7
55015197;01.11.2014;21.08.2017;Линейный участок № 8
55015198;01.11.2014;01.08.2017;Линейный участок № 10
55015199;01.11.2014;14.08.2017;Линейный участок № 11
55015200;01.11.2014;31.12.9999;Линейный участок № 3 (II группа)
55015201;01.11.2014;31.12.9999;Линейный участок № 4 (II группа)
55015202;01.11.2014;31.12.9999;Линейный участок № 9 (II группа)
55015204;01.11.2014;31.12.9999;Укрупненная бригада № 2 (II группа)
55015205;01.11.2014;31.12.9999;Линейный участок № 7 (II группа)
55015206;01.11.2014;31.12.9999;Дистанционная мастерская (II группа)
55015207;01.11.2014;31.12.9999;Линейный участок № 3 (I группа)
55015208;01.11.2014;31.12.9999;Линейный участок № 5 (I группа)
55015209;01.11.2014;31.12.9999;Линейный участок № 6 (I группа)
55015210;01.11.2014;31.12.9999;Линейный участок № 4 (II группа)
55015211;01.11.2014;31.12.9999;Линейный участок № 5 (II группа)
55015212;01.11.2014;31.12.9999;Дистанционная мастерская (II группа)
55015213;01.11.2014;31.12.9999;Дистанционная мастерская (II группа)
55015214;01.11.2014;31.12.9999;Дистанционная мастерская (II группа)
55015215;01.11.2014;31.12.9999;Дистанционная мастерская (II группа)
55015217;01.11.2014;07.08.2017;Дистанционная мастерская
55015218;01.11.2014;31.01.2019;Линейный участок № 13
55015227;01.11.2014;21.08.2017;Линейный участок № 12
55015228;01.11.2014;31.12.9999;Дистанционная мастерская II группа
55015229;01.11.2014;20.02.2019;Линейный участок № 14 (II группа)
55015230;01.11.2014;24.02.2019;Линейный участок № 15 (II группа)
55015231;01.11.2014;10.04.2019;Укрупненная бригада № 4 (I группа)
55015232;01.11.2014;17.02.2019;Линейный участок № 11 (I группа)
55015233;01.11.2014;14.02.2019;Линейный участок № 12 (I группа)
55015250;01.11.2014;31.12.9999;Линейный участок № 4 (I группа)
55015251;01.11.2014;31.12.9999;Линейный участок № 5 (I группа)
55015252;01.11.2014;31.12.9999;Линейный участок № 6 (I группа)
55015253;01.11.2014;31.12.9999;Линейный участок № 14 (II группа)
55015254;01.11.2014;31.12.9999;Укрупненная бригада № 3 (I группа)
55015255;01.11.2014;09.07.2017;Линейный участок № 3 (I группа)
55015256;01.11.2014;31.12.9999;Линейный участок № 7 (I группа)
55015257;01.11.2014;31.12.9999;Линейный участок № 8 (I группа)
55015258;01.11.2014;31.12.9999;Линейный участок № 9 (I группа)
55015259;01.11.2014;31.12.9999;Линейный участок № 10 (I группа)
55015260;01.11.2014;31.12.9999;Линейный участок № 11 (I группа)
55015262;01.11.2014;31.12.9999;Дистанционная мастерская  (II группа)
55015263;01.01.2015;14.02.2018;Дорожная библиотека
55015275;01.11.2014;31.01.2019;Линейный участок № 4
55015276;01.11.2014;31.01.2019;Линейный участок № 5
55015277;01.11.2014;31.01.2019;Линейный участок № 6
55015278;01.11.2014;31.01.2019;Линейный участок № 7
55015279;01.11.2014;31.01.2019;Линейный участок № 8
55015280;01.11.2014;31.01.2019;Линейный участок № 9
55015281;01.11.2014;07.03.2019;Эксплуатационный участок № 4
55015282;01.11.2014;31.01.2019;Укрупненная бригада №4
55015283;01.11.2014;31.01.2019;Линейный участок № 10
55015284;01.11.2014;07.03.2019;Линейный участок № 11
55015285;01.11.2014;31.01.2019;Линейный участок № 12
55015301;01.11.2014;31.12.9999;Дистанционная мастерская
55015302;26.01.2015;05.02.2017;Ремонтно-механический участок (ст. Козул
55015350;26.01.2015;16.12.2015;Участок эксплуатации автотранспорта
55015351;26.01.2015;05.02.2017;Участок эксплуат.и рем. авт.техники
55015352;07.11.2014;31.12.9999;Смотрительский участок станции Козулька
55015353;01.01.2015;31.12.9999;Производственно-технический отдел
55015354;01.01.2015;31.12.9999;Отдел эксплуатации
55015375;26.01.2015;13.08.2015;Участок капитального ремонта зем.полотна
55015376;01.01.2015;31.12.9999;Вокзал станции Иланская (III класс)
55015377;01.01.2015;31.12.9999;Вокзал станции Уяр (III класса)
55015378;01.01.2015;27.03.2017;Вокзал станции Красноярск-Пригородный
55015379;01.01.2015;31.12.9999;Вокзал станции Енисей (III класса)
55015380;01.01.2015;31.12.9999;Вокзал станции Злобино (III класса)
55015400;01.01.2015;09.07.2017;Бригада СЦБ ст. Ачинск I
55015401;01.01.2015;22.07.2017;Бригада по обслуж. устройств КТСМ № 1
55015402;01.01.2015;06.08.2017;Производст.участок СЦБ Ачинск-78 км
55015403;01.01.2015;06.08.2017;Бригада СЦБ ст.Ачинск II
55015404;01.01.2015;31.07.2017;Бригада СЦБ ст.Ачинск II - 46км
55015405;01.01.2015;31.07.2017;Бригада СЦБ ст.Назарово - 78 км
55015406;01.01.2015;20.12.2015;Бригада дистанционной мастерской
55015407;01.01.2015;24.08.2017;Производст.участок СЦБ ст.Глядень-Кр.Соп
55015408;01.01.2015;24.07.2017;Бригада СЦБ Шушь-Дубинино
55015409;01.01.2015;31.07.2017;Бригада СЦБ Глядень-19 км
55015410;01.01.2015;18.08.2017;Бригада СЦБ Шарыпово-Кия-Шалтырь
55015412;01.01.2015;24.08.2017;Бригада по обслуж. устройств КТСМ № 2
55015413;01.01.2015;31.12.9999;Тормозо-испытательный вагон
55015414;01.01.2015;23.03.2018;Произв. участок экспл.путевых машин
55015415;01.01.2015;31.12.9999;Участок искусственных сооружений Решоты
55015416;01.01.2015;31.12.9999;Участок искусственных сооружений Чунояр
55015417;01.01.2015;31.12.9999;Участок искусственных сооружений Козульк
55015418;01.01.2015;31.12.9999;Участок искусственных сооружений Суриков
55015419;01.01.2015;22.04.2015;Группа эксплуатации
55015420;02.12.2014;31.12.9999;Оздоровительный центр
55015450;01.01.2015;31.12.9999;Отдел эксплуатации
55015478;23.12.2014;31.03.2019;Вагон-рельсосмазыватель № 089 78850
55015479;10.09.2015;31.12.9999;Бригада тех. документации
55015480;10.09.2015;31.12.9999;Бригада по ведению тех. док. и пасп.
55015500;01.01.2015;31.12.9999;Орган управления
55015501;01.01.2015;31.12.9999;Орган управления
55015503;01.01.2015;31.12.9999;Орган управления
55015506;06.02.2015;31.12.9999;Отдел применения законодательства
55015507;06.02.2015;31.12.9999;Абаканская группа правового обеспечения
55015549;20.01.2015;31.12.9999;Котельная станции Базаиха
55015568;01.03.2015;31.12.9999;Ремонтно-эксплуатационный участок №1
55015569;01.03.2015;31.12.9999;Ремонтно-эксплуатационный участок №2
55015570;01.03.2015;31.12.9999;Ремонтно-эксплуатационный участок №3
55015571;01.03.2015;31.12.9999;Смотрительский участок станции Иланская
55015572;06.04.2015;05.09.2017;Отдел коммерческой  работы
55015575;04.02.2015;31.12.9999;Административный сектор
55015576;01.03.2015;27.08.2015;Смотрительский участок станции Чунояр
55015600;01.03.2015;31.12.9999;Мастерский участок станции Красноярск
55015601;01.03.2015;31.12.9999;Смотрительский участок №1 ст. Красноярск
55015602;01.03.2015;31.12.9999;Смотрительский участок №2 ст. Красноярск
55015603;01.03.2015;16.05.2018;Общежитие станции Злобино
55015604;03.03.2015;11.03.2019;Отдел учета готовой продукции и услуг
55015605;03.03.2015;31.03.2019;Аскизский отдел УХО
55015606;03.03.2015;13.01.2020;Кошурниковский сектор УХО
55015607;03.03.2015;01.01.2018;Ужурский сектор УХО
55015608;03.03.2015;20.05.2020;Саянский отдел УХО
55015609;06.04.2015;06.08.2017;Красноярский отдел коммерческой работы
55015611;06.04.2015;31.01.2017;Отдел  контроля коммерческой  работы
55015613;06.04.2015;08.03.2017;Отдел орг. груз. и комм. работ и условий
55015614;06.04.2015;31.01.2017;Отдел претензионной работы
55015615;06.04.2015;31.01.2017;Отдел взаим. с владельцами жд путей необ
55015616;06.04.2015;14.08.2017;Ачинский отдел коммерческой работы
55015618;06.04.2015;31.12.9999;Отдел экономики и финансов
55015619;06.04.2015;31.12.9999;Отдел организ расчетов за груз перевоз.
55015622;06.04.2015;27.02.2017;Отдел учета первичной документации
55015623;15.04.2015;23.10.2015;Штат работников на период с 15.04-15.10
55015624;06.04.2015;31.12.9999;Отдел развития коммерческой деятельности
55015625;01.03.2015;10.02.2019;Общежитие станции Енисей
55015626;01.03.2015;23.08.2016;"УЦ СибУВДТ ""Жемчужина"""
55015627;01.03.2015;31.12.9999;Мастерские водоснаб.и водоотв.ст. Красн.
55015628;03.03.2015;31.08.2017;Отдел учета готовой продукции и услуг
55015629;03.03.2015;30.06.2019;Боготольский отдел  учета  хозяйственных
55015630;03.03.2015;01.09.2017;Сектор учета готовой продукции и услуг
55015631;03.03.2015;01.09.2017;Уярский отдел учета хозяйственных операц
55015632;03.03.2015;31.12.9999;Отдел учета готовой продукции и услуг
55015634;31.03.2015;24.06.2017;Служба корп.управления и реал.стратегии
55015635;02.05.2015;31.05.2016;Сектор по сопровождению окон
55015636;02.05.2015;09.05.2016;Сектор по сопровождению окон
55015652;15.03.2015;27.06.2018;Участок эксалуатации и ремонта автотракт
55015654;15.04.2015;15.10.2015;Штат работников на период с 15.04-15.10
55015655;15.03.2015;10.04.2018;Участок эксплуат. и ремонта автотракторн
55015657;06.04.2015;31.12.9999;Отдел формирования бюджета продаж
55015658;15.04.2015;15.10.2015;Штат работников на период с 15.04-15.10
55015659;15.03.2015;01.09.2018;Участок эксплуатации и ремонта  автотрак
55015661;15.04.2015;23.10.2015;Штат работников на период с 15.04.-15.10
55015662;15.03.2015;15.05.2018;Участок экспл.и ремонта автотракт техн.
55015663;15.03.2015;27.12.2016;Участок капит.рем.земл.полотна (ст.Козул
55015665;15.04.2015;15.10.2015;Штат работников на период с 15.04.-15.10
55015667;01.04.2015;31.12.9999;Отдел процессов упр-ия информ-ми ТСМ
55015668;06.04.2015;31.12.9999;Отдел планир и организ. перевозок грузов
55015669;20.04.2015;31.01.2016;Сектор управления персоналом
55015670;20.04.2015;18.01.2016;Сектор договорной работы
55015675;06.04.2015;31.05.2016;Сектор договорной работы
55015677;06.04.2015;31.12.9999;Отдел по произв.-тех.работе и имуществу
55015678;06.04.2015;31.12.9999;Оперативно-распорядительная группа
55015679;31.03.2015;31.12.9999;Отдел эксплуатации
55015680;01.05.2015;30.06.2018;Разъезд Коростелево 5 класса
55015680;01.07.2018;31.12.9999;Разъезд Коростелево (V класса)
55015681;01.05.2015;30.06.2018;Разъезд Козыла 5 класса
55015681;01.07.2018;31.12.9999;Разъезд Козыла (V класса)
55015682;01.05.2015;30.06.2018;Разъезд Кирба 5 класса
55015682;01.07.2018;31.12.9999;Разъезд Кирба (V класса)
55015700;01.07.2015;28.02.2019;Сектор анализа первичной расшифровки
55015701;10.09.2015;31.12.9999;Производственно-технический сектор
55015703;01.12.2015;31.12.9999;Отделение (ПТО Саянская)
55015709;01.12.2015;31.12.9999;Технологический отдел
55015710;01.12.2015;31.12.9999;Участок по ремонту и метрологическому об
55015711;01.12.2015;31.12.9999;Отделение (ПТО Красноярск-Восточный)
55015716;01.12.2015;31.12.9999;Участок производства Междуреченск (I гру
55015717;01.12.2015;31.12.9999;Отделение (ПТО Бискамжа)
55015721;01.12.2015;31.12.9999;Участок производства Абакан (I группы)
55015722;01.12.2015;31.12.9999;Отделение Аскиз
55015723;01.12.2015;31.12.9999;Отделение (ПТО Кошурниково)
55015728;28.05.2015;30.06.2018;Жел.дор. ст.Красноярск-Северный 1 класса
55015728;01.07.2018;31.12.9999;ДС Красноярск-Северный (I класса)
55015729;10.06.2015;31.12.9999;Отдел инсп.,контр.и по раб.с обр.граждан
55015730;15.06.2015;31.12.9999;Группа по управлению персоналом
55015732;05.10.2015;31.12.9999;Уч-к связи ст.Мариинск-Боготол-Зерцалы
55015734;01.12.2015;31.12.9999;Производственный участок Ужур
55015738;01.12.2015;31.12.9999;Участок производства Ачинск (I группы)
55015740;01.12.2015;31.12.9999;Участок производства Ужур (I группы)
55015743;01.12.2015;31.12.9999;Производственный участок Красноярск
55015745;01.12.2015;31.12.9999;Производственный участок Абакан-I
55015746;01.12.2015;31.12.9999;Производственный участок Канск-Иланский
55015747;01.12.2015;31.12.9999;Производственный участок Боготол-Сибирск
55015748;26.08.2015;31.12.9999;Восстановительный поезд №4 ст.Чунояр
55015749;19.10.2015;31.12.9999;Отдел эксплуатации
55015750;28.05.2015;29.08.2016;Жел.дор. ст.Большая Ирба 5 класса
55015751;28.05.2015;30.06.2018;Жел.дор. ст.Канзыба 5 класса
55015751;01.07.2018;31.12.9999;ДС Канзыба (V класса)
55015752;28.05.2015;30.06.2018;Жел.дор. ст.Абалаково 5 класса
55015752;01.07.2018;02.08.2018;ДС Абалаково (V класса)
55015753;01.06.2015;22.01.2017;Группа транспортной безопасности
55015776;01.06.2015;20.02.2019;Участок водоснаб. и водоотв. ст. Чунояр
55015777;01.06.2015;31.12.9999;Смотрительский участок ст. Чунояр
55015778;10.06.2015;31.12.9999;Почтовая экспедиция
55015800;01.07.2015;31.12.9999;Транспортный отдел
55015801;01.12.2015;31.12.9999;Орган управления Красноярской ТР
55015805;19.10.2015;31.12.9999;Отдел эксплуатации
55015806;19.10.2015;31.12.9999;Отдел эксплуатации
55015808;19.10.2015;31.12.9999;Отдел эксплуатации
55015825;02.07.2015;31.12.9999;Восстановительный поезд №1 ст.Ужур
55015826;02.07.2015;31.12.9999;Восстановительный поезд №6 ст.Кошурников
55015827;10.09.2015;30.06.2019;Производственно-технический сектор
55015828;01.08.2015;22.01.2017;Сектор деповского хозяйства
55015829;01.08.2015;18.09.2019;Отдел охр. труда, экол. и пром. безоп.
55015830;05.10.2015;31.12.9999;Уч-к связи ст.Назарово-Ачинск-Лесосибирс
55015853;01.12.2015;31.12.9999;Уч-к произ-ва Канск-Иланский (I группы)
55015854;01.12.2015;31.12.9999;Отделение (ПТО Решоты)
55015858;01.12.2015;31.12.9999;Участок производства Боготол (I группы)
